year,selling_price,km_driven,fuel,seller_type,owner,brand
18,6.25,13.8,Petrol,Individual,First Owner,Maruti
17,10.35,23.0,Petrol,Dealer,First Owner,Hyundai
15,3.1,32.686,Petrol,Dealer,First Owner,Datsun
17,6.0,99.7,Diesel,Individual,First Owner,Mahindra
19,31.0,5.0,Diesel,Individual,First Owner,Toyota
14,6.5,49.654,Diesel,Dealer,First Owner,Honda
16,5.5,45.457,Petrol,Dealer,First Owner,Hyundai
17,12.6,39.221,Diesel,Dealer,First Owner,Hyundai
16,6.6,48.22,Petrol,Dealer,First Owner,Hyundai
17,7.0,11.114,Petrol,Dealer,First Owner,Hyundai
8,2.35,60.208,Diesel,Dealer,First Owner,Hyundai
13,4.75,80.0,Diesel,Dealer,First Owner,Volkswagen
8,7.95,98.6,Diesel,Dealer,First Owner,Mercedes-Benz
16,89.0,13.0,Petrol,Dealer,First Owner,Audi
15,32.0,30.0,Diesel,Dealer,First Owner,Audi
19,18.6,18.0,Petrol,Dealer,First Owner,Other
10,42.0,100.0,Diesel,Dealer,First Owner,Other
15,8.5,58.0,Petrol,Dealer,First Owner,Honda
17,5.85,85.441,Diesel,Dealer,First Owner,Mahindra
15,3.8,64.541,Diesel,Dealer,First Owner,Mahindra
19,6.5,35.0,Diesel,Individual,First Owner,Maruti
18,6.0,30.0,Petrol,Individual,First Owner,Maruti
17,4.34999,16.267,Petrol,Dealer,First Owner,Nissan
13,5.25,71.5,Diesel,Dealer,First Owner,Volkswagen
19,48.0,12.999,Diesel,Dealer,First Owner,BMW
8,1.6,80.0,Petrol,Individual,First Owner,Chevrolet
7,1.6,90.0,Petrol,Individual,Second Owner,Maruti
12,1.25,28.0,Petrol,Individual,First Owner,Chevrolet
15,4.3,200.0,Diesel,Individual,First Owner,Mahindra
17,9.0,14.7,Petrol,Individual,First Owner,Hyundai
0,0.61,90.0,Petrol,Individual,Second Owner,Maruti
17,4.0,50.0,Petrol,Individual,First Owner,Maruti
9,1.5,100.0,Petrol,Individual,Second Owner,Hyundai
19,9.5,24.0,Petrol,Individual,First Owner,Volkswagen
13,2.2,100.0,Diesel,Individual,First Owner,Tata
7,1.1,90.0,Petrol,Individual,First Owner,Hyundai
15,3.75,30.0,Petrol,Individual,First Owner,Tata
17,3.5,80.0,Petrol,Individual,First Owner,Datsun
12,3.1,92.686,Diesel,Dealer,Second Owner,Hyundai
10,0.9,300.0,Petrol,Individual,Third Owner,Tata
11,3.5,90.0,Petrol,Individual,Second Owner,Volkswagen
3,1.0,60.0,Petrol,Individual,First Owner,Hyundai
17,13.0,40.0,Diesel,Individual,First Owner,Mahindra
4,0.7,90.0,Petrol,Individual,Other,Maruti
13,2.25,80.0,Diesel,Individual,First Owner,Chevrolet
2,1.45,100.0,Petrol,Individual,First Owner,Honda
18,9.3,20.0,Diesel,Individual,First Owner,Ford
19,5.5,51.0,Petrol,Individual,First Owner,Maruti
8,0.85,120.0,Petrol,Individual,Second Owner,Maruti
14,2.8,55.0,Petrol,Individual,First Owner,Hyundai
18,3.6,6.0,Petrol,Individual,First Owner,Hyundai
11,1.5,40.0,Petrol,Individual,Second Owner,Maruti
17,9.0,15.0,Petrol,Individual,First Owner,Skoda
5,1.2,50.0,Diesel,Individual,Second Owner,Other
10,2.15,90.0,Petrol,Individual,Second Owner,Fiat
13,5.5,38.5,Diesel,Individual,First Owner,Renault
18,7.75,35.0,Petrol,Individual,First Owner,Tata
1,4.09999,49.359,Petrol,Individual,Third Owner,Maruti
5,0.65,70.0,Petrol,Individual,Second Owner,Maruti
8,2.0,90.0,Petrol,Individual,Second Owner,Maruti
10,2.4,50.0,Petrol,Individual,Second Owner,Maruti
12,8.0,108.731,Diesel,Individual,First Owner,Toyota
10,4.0,120.0,Diesel,Individual,First Owner,Toyota
16,5.0,60.0,Diesel,Individual,First Owner,Tata
7,1.5,90.0,Diesel,Individual,Third Owner,Mahindra
14,5.0,140.0,Diesel,Individual,Second Owner,Toyota
14,3.2,80.0,Petrol,Individual,First Owner,Hyundai
13,3.0,90.0,Diesel,Individual,First Owner,Nissan
17,6.5,40.0,Diesel,Individual,First Owner,Renault
18,2.85,14.0,Petrol,Individual,First Owner,Maruti
12,3.6,70.0,Diesel,Individual,Second Owner,Tata
9,4.5,55.0,Petrol,Individual,Second Owner,Honda
11,1.75,60.0,Petrol,Individual,Third Owner,Maruti
11,3.5,74.0,Diesel,Individual,Second Owner,Chevrolet
20,5.3,45.0,Diesel,Dealer,First Owner,Ford
17,10.25,38.0,Diesel,Dealer,First Owner,Honda
17,9.5,24.0,Diesel,Dealer,First Owner,Honda
17,7.25,29.976,Petrol,Dealer,First Owner,Honda
17,9.19999,41.0,Petrol,Dealer,First Owner,Honda
18,7.0,15.0,Diesel,Dealer,First Owner,Honda
17,7.25,36.0,Diesel,Dealer,First Owner,Honda
17,8.4,30.646,Petrol,Dealer,First Owner,Honda
15,3.65,23.6,Petrol,Dealer,First Owner,Maruti
14,6.65,71.318,Diesel,Dealer,First Owner,Honda
3,0.5,78.098,Petrol,Individual,First Owner,Maruti
14,2.25,30.0,Petrol,Individual,First Owner,Hyundai
12,2.29999,45.0,Petrol,Individual,Second Owner,Hyundai
8,1.45,67.0,Petrol,Individual,First Owner,Hyundai
18,6.24,14.681,Diesel,Dealer,First Owner,Ford
15,5.0,25.0,Petrol,Individual,First Owner,Hyundai
17,7.5,18.054,Petrol,Dealer,First Owner,Ford
15,7.85,40.0,Diesel,Individual,First Owner,Honda
11,2.25,30.0,Petrol,Individual,First Owner,Hyundai
17,3.0,80.0,Diesel,Individual,First Owner,Hyundai
16,6.8,20.0,Diesel,Individual,First Owner,Hyundai
16,7.0,40.0,Diesel,Individual,First Owner,Mahindra
11,1.8,120.0,Diesel,Individual,First Owner,Tata
8,2.7,120.0,Diesel,Individual,Second Owner,Ford
10,3.7,97.0,Petrol,Individual,Second Owner,Maruti
18,11.0,70.0,Diesel,Individual,First Owner,Mahindra
4,1.2,120.0,Diesel,Individual,Second Owner,Hyundai
13,4.3,88.0,Diesel,Individual,Second Owner,Skoda
14,5.5,38.406,Diesel,Dealer,First Owner,Maruti
14,3.2,54.35,Petrol,Dealer,First Owner,Hyundai
15,3.9,32.26,Petrol,Dealer,First Owner,Maruti
14,5.5,58.231,Diesel,Dealer,First Owner,Renault
12,3.7,59.858,Petrol,Dealer,First Owner,Maruti
10,1.9,73.35,Petrol,Dealer,First Owner,Maruti
13,5.09999,88.473,Diesel,Dealer,First Owner,Renault
13,4.5,96.987,Petrol,Dealer,First Owner,Honda
16,55.0,77.35,Diesel,Dealer,First Owner,Mercedes-Benz
15,5.5,61.187,Diesel,Dealer,First Owner,Maruti
9,4.0,68.35,Diesel,Dealer,First Owner,Mahindra
15,5.85,81.15,Diesel,Dealer,First Owner,Ford
19,5.0,30.0,Petrol,Individual,First Owner,Hyundai
15,8.0,30.0,Petrol,Individual,First Owner,Maruti
9,2.65,120.0,Diesel,Individual,Second Owner,Maruti
12,1.75,180.0,Diesel,Individual,First Owner,Ford
7,1.25,50.0,Petrol,Individual,Second Owner,Fiat
10,1.65,80.0,Diesel,Individual,First Owner,Tata
11,1.5,280.0,Diesel,Individual,First Owner,Mahindra
15,10.25,90.0,Diesel,Individual,Second Owner,Hyundai
14,10.3,250.0,Diesel,Individual,Second Owner,Toyota
12,3.8,90.0,Diesel,Individual,Other,Chevrolet
10,2.5,110.0,Diesel,Individual,Third Owner,Maruti
0,0.85,80.0,Petrol,Individual,Second Owner,Maruti
16,5.0,35.0,Diesel,Individual,First Owner,Fiat
18,3.5,15.0,Petrol,Individual,First Owner,Hyundai
10,1.9,52.0,Petrol,Individual,Second Owner,Maruti
9,9.4,140.0,Diesel,Individual,First Owner,Volkswagen
13,4.75,60.0,Petrol,Individual,Second Owner,Maruti
18,3.0,17.0,Petrol,Individual,First Owner,Maruti
16,2.5,70.0,Petrol,Individual,Third Owner,Chevrolet
1,0.93,97.0,Petrol,Individual,Other,Maruti
12,2.9,125.0,Diesel,Individual,Second Owner,Ford
10,0.75,300.0,Petrol,Individual,Third Owner,Tata
15,10.0,120.0,Diesel,Individual,Second Owner,Mahindra
15,5.5,87.0,Diesel,Individual,First Owner,Hyundai
10,2.85,75.0,Diesel,Individual,Third Owner,Fiat
14,2.4,60.0,Petrol,Individual,Second Owner,Tata
15,8.5,25.0,Petrol,Individual,First Owner,Hyundai
16,6.5,26.0,Petrol,Individual,First Owner,Hyundai
17,3.65,78.0,Other,Individual,First Owner,Maruti
16,6.5,26.0,Petrol,Individual,First Owner,Hyundai
15,2.6,35.0,Petrol,Individual,First Owner,Chevrolet
14,2.5,100.0,Petrol,Individual,First Owner,Tata
7,5.5,80.0,Petrol,Individual,Second Owner,Tata
4,0.7,90.0,Petrol,Individual,Other,Maruti
13,2.25,80.0,Diesel,Individual,First Owner,Chevrolet
2,1.45,100.0,Petrol,Individual,First Owner,Honda
18,9.3,20.0,Diesel,Individual,First Owner,Ford
19,5.5,51.0,Petrol,Individual,First Owner,Maruti
8,0.85,120.0,Petrol,Individual,Second Owner,Maruti
14,2.8,55.0,Petrol,Individual,First Owner,Hyundai
18,3.6,6.0,Petrol,Individual,First Owner,Hyundai
11,1.5,40.0,Petrol,Individual,Second Owner,Maruti
17,9.0,15.0,Petrol,Individual,First Owner,Skoda
5,1.2,50.0,Diesel,Individual,Second Owner,Other
10,2.15,90.0,Petrol,Individual,Second Owner,Fiat
13,5.5,38.5,Diesel,Individual,First Owner,Renault
18,7.75,35.0,Petrol,Individual,First Owner,Tata
1,4.09999,49.359,Petrol,Individual,Third Owner,Maruti
5,0.65,70.0,Petrol,Individual,Second Owner,Maruti
8,2.0,90.0,Petrol,Individual,Second Owner,Maruti
10,2.4,50.0,Petrol,Individual,Second Owner,Maruti
12,8.0,108.731,Diesel,Individual,First Owner,Toyota
10,4.0,120.0,Diesel,Individual,First Owner,Toyota
12,2.29999,40.0,Petrol,Individual,Second Owner,Maruti
14,5.8,120.0,Diesel,Individual,First Owner,Ford
5,1.75,100.0,Petrol,Individual,Other,Toyota
12,2.5,110.0,Diesel,Individual,Other,Maruti
14,3.2,80.0,Petrol,Individual,First Owner,Hyundai
13,3.0,90.0,Diesel,Individual,First Owner,Nissan
17,8.0,60.0,Diesel,Individual,First Owner,Mahindra
9,2.45,75.0,Diesel,Dealer,First Owner,Hyundai
18,3.0,20.0,Petrol,Individual,First Owner,Hyundai
17,3.5,80.0,Diesel,Individual,First Owner,Hyundai
6,0.7,105.7,Petrol,Individual,First Owner,Maruti
17,4.30999,14.0,Petrol,Dealer,First Owner,Maruti
10,0.8,70.0,Petrol,Individual,First Owner,Chevrolet
19,3.35,28.0,Petrol,Dealer,First Owner,Maruti
17,3.5,51.0,Petrol,Dealer,First Owner,Maruti
18,3.15,56.0,Petrol,Dealer,First Owner,Maruti
19,11.0,35.0,Diesel,Individual,First Owner,Volkswagen
5,0.8,24.0,Petrol,Individual,First Owner,Maruti
14,2.85,64.0,Petrol,Dealer,Second Owner,Maruti
9,1.0,120.0,Diesel,Individual,Third Owner,Tata
11,2.25,37.091,Petrol,Individual,First Owner,Maruti
17,45.0,80.0,Diesel,Individual,First Owner,Other
18,3.2,38.9,Petrol,Individual,Third Owner,Maruti
16,12.49,60.0,Diesel,Individual,Third Owner,Hyundai
8,1.2,110.0,Petrol,Individual,Third Owner,Maruti
11,2.0,100.0,Diesel,Individual,Second Owner,Volkswagen
16,11.51,85.0,Diesel,Individual,First Owner,Hyundai
12,1.2,140.0,Diesel,Individual,First Owner,Tata
17,2.2,20.0,Petrol,Individual,First Owner,Renault
17,7.5,15.0,Petrol,Individual,First Owner,Tata
18,7.84,40.0,Diesel,Individual,First Owner,Mahindra
17,5.0,50.0,Petrol,Individual,First Owner,Honda
18,3.5,20.0,Petrol,Individual,First Owner,Hyundai
18,14.0,50.0,Diesel,Individual,First Owner,Mahindra
14,6.0,100.0,Diesel,Individual,Second Owner,Mahindra
19,5.25,9.4,Petrol,Individual,First Owner,Hyundai
17,9.3,12.0,Diesel,Individual,First Owner,Ford
17,4.4,14.1,Other,Dealer,First Owner,Maruti
16,4.34999,21.0,Petrol,Dealer,First Owner,Maruti
11,2.5,28.0,Petrol,Dealer,First Owner,Hyundai
17,9.4,35.0,Diesel,Dealer,First Owner,Maruti
17,10.5,31.0,Diesel,Dealer,First Owner,Hyundai
16,8.25,58.0,Diesel,Dealer,First Owner,Maruti
12,2.29999,25.0,Petrol,Individual,First Owner,Maruti
11,3.75,72.0,Petrol,Dealer,First Owner,Hyundai
13,6.4,89.0,Diesel,Dealer,First Owner,Maruti
12,8.0,160.0,Diesel,Dealer,First Owner,Toyota
12,1.3,30.0,Petrol,Individual,Third Owner,Ford
14,3.0,37.555,Petrol,Dealer,First Owner,Hyundai
18,4.4,14.0,Petrol,Dealer,First Owner,Maruti
14,5.95,56.6,Other,Dealer,First Owner,Maruti
13,4.5,110.0,Diesel,Individual,First Owner,Mahindra
17,6.9,50.0,Diesel,Individual,First Owner,Maruti
19,3.0,5.0,Petrol,Individual,First Owner,Maruti
14,1.7,100.0,Petrol,Individual,Second Owner,Chevrolet
12,2.8,120.0,Diesel,Individual,First Owner,Toyota
9,2.2,67.58,Petrol,Individual,Second Owner,Maruti
9,1.4,100.0,Petrol,Individual,Third Owner,Hyundai
4,0.45,60.0,Petrol,Individual,First Owner,Maruti
14,2.0,125.0,Diesel,Individual,Second Owner,Ford
8,3.25,120.0,Diesel,Individual,Second Owner,Mahindra
10,3.0,130.0,Diesel,Individual,Second Owner,Hyundai
9,1.2,250.0,Petrol,Individual,Second Owner,Maruti
16,5.35,52.6,Diesel,Individual,First Owner,Hyundai
14,5.2,82.0,Diesel,Individual,First Owner,Honda
17,5.5,19.89,Petrol,Dealer,First Owner,Hyundai
15,2.8,40.0,Diesel,Individual,First Owner,Mahindra
13,2.25,78.0,Diesel,Dealer,First Owner,Nissan
15,7.5,48.238,Petrol,Trustmark Dealer,First Owner,Ford
16,5.35,38.365,Petrol,Dealer,First Owner,Hyundai
16,12.5,23.67,Diesel,Trustmark Dealer,First Owner,Mahindra
17,6.5,49.834,Petrol,Trustmark Dealer,First Owner,Maruti
13,2.95,57.353,Petrol,Trustmark Dealer,First Owner,Honda
15,4.8,68.308,Diesel,Trustmark Dealer,First Owner,Maruti
15,5.75,63.24,Diesel,Trustmark Dealer,First Owner,Honda
16,5.09999,60.0,Diesel,Individual,First Owner,Mahindra
8,0.69,100.0,Petrol,Individual,First Owner,Maruti
13,2.0,60.0,Petrol,Individual,First Owner,Tata
12,4.49,90.0,Diesel,Individual,First Owner,Toyota
20,4.26,1.0,Diesel,Individual,First Owner,Tata
17,6.5,6.0,Petrol,Individual,First Owner,Ford
17,2.6,50.0,Diesel,Individual,First Owner,Tata
15,2.95,90.0,Diesel,Individual,Third Owner,Mahindra
17,2.6,30.0,Petrol,Dealer,First Owner,Maruti
12,1.2,140.0,Diesel,Individual,First Owner,Tata
7,1.55,65.0,Petrol,Dealer,First Owner,Hyundai
15,4.5,38.0,Diesel,Individual,First Owner,Honda
12,3.2,80.0,Diesel,Individual,First Owner,Tata
7,1.23,50.0,Petrol,Individual,Second Owner,Hyundai
6,0.8,110.0,Petrol,Individual,First Owner,Hyundai
12,2.2,90.0,Petrol,Individual,Second Owner,Maruti
18,6.5,37.0,Diesel,Dealer,First Owner,Hyundai
18,2.85,30.0,Petrol,Dealer,First Owner,Maruti
18,7.25,26.0,Petrol,Dealer,First Owner,Honda
10,0.97,128.0,Petrol,Individual,First Owner,Tata
16,6.25,30.0,Petrol,Dealer,First Owner,Maruti
16,5.5,23.0,Petrol,Dealer,First Owner,Hyundai
12,1.3,120.0,Diesel,Individual,First Owner,Tata
12,2.4,40.0,Petrol,Dealer,First Owner,Hyundai
14,6.0,27.0,Diesel,Dealer,First Owner,Nissan
12,3.5,65.0,Diesel,Dealer,First Owner,Tata
15,2.45,32.0,Petrol,Dealer,First Owner,Hyundai
9,1.99,52.536,Petrol,Individual,First Owner,Maruti
11,3.3,100.0,Diesel,Individual,Second Owner,Mahindra
9,1.5,80.0,Petrol,Individual,First Owner,Maruti
16,9.27999,90.0,Diesel,Individual,First Owner,Hyundai
3,0.7,60.0,Petrol,Individual,Other,Maruti
15,3.99,55.0,Diesel,Dealer,First Owner,Hyundai
15,3.5,90.0,Diesel,Individual,First Owner,Maruti
6,1.25,50.0,Diesel,Individual,Second Owner,Mahindra
8,1.5,90.0,Petrol,Individual,Second Owner,Hyundai
15,2.5,25.0,Petrol,Individual,First Owner,Hyundai
14,6.75,61.0,Diesel,Dealer,First Owner,Hyundai
18,9.5,30.0,Diesel,Individual,First Owner,Maruti
18,4.09999,45.0,Other,Individual,First Owner,Maruti
11,2.25,60.0,Diesel,Individual,First Owner,Fiat
8,3.5,75.0,Petrol,Individual,Second Owner,Honda
5,0.51111,140.0,Petrol,Individual,Third Owner,Tata
13,2.9,56.0,Diesel,Dealer,First Owner,Chevrolet
6,3.1,62.0,Other,Dealer,Second Owner,Toyota
7,2.12,58.0,Diesel,Dealer,Second Owner,Hyundai
13,9.0,49.0,Diesel,Dealer,Second Owner,Skoda
11,2.21,56.0,Diesel,Dealer,Second Owner,Chevrolet
13,6.75,73.0,Diesel,Dealer,First Owner,Toyota
14,4.21,69.0,Diesel,Dealer,First Owner,Honda
8,3.5,10.0,Petrol,Individual,First Owner,Maruti
10,1.4,110.0,Other,Individual,First Owner,Hyundai
2,0.9,116.0,Diesel,Individual,Second Owner,Skoda
18,8.3,40.0,Diesel,Individual,First Owner,Honda
9,1.8,30.0,Petrol,Individual,First Owner,Maruti
9,2.1,109.0,Diesel,Individual,Second Owner,Maruti
17,7.0,90.0,Diesel,Individual,First Owner,Maruti
14,0.45,7.0,Petrol,Individual,Second Owner,Tata
12,1.25,120.0,Diesel,Individual,First Owner,Tata
17,5.3,64.916,Petrol,Individual,First Owner,Hyundai
18,8.0,37.161,Diesel,Dealer,First Owner,Ford
16,5.8,15.0,Petrol,Individual,First Owner,Maruti
12,14.0,118.0,Diesel,Individual,Second Owner,Audi
18,3.0,50.852,Petrol,Individual,First Owner,Renault
16,3.0,30.0,Petrol,Individual,First Owner,Renault
15,7.0,77.0,Diesel,Individual,First Owner,Maruti
12,2.5,70.0,Petrol,Individual,Third Owner,Nissan
16,5.0,120.0,Diesel,Individual,First Owner,Chevrolet
9,4.28,40.0,Petrol,Individual,Third Owner,Honda
19,14.0,33.0,Diesel,Individual,First Owner,Tata
13,2.19,53.5,Petrol,Individual,Third Owner,Hyundai
17,5.0,40.0,Diesel,Individual,First Owner,Maruti
14,5.2,82.0,Diesel,Individual,First Owner,Honda
16,5.09999,60.0,Diesel,Individual,First Owner,Mahindra
19,5.56,24.0,Petrol,Individual,First Owner,Maruti
14,2.25,120.0,Diesel,Individual,First Owner,Tata
13,3.25,65.0,Diesel,Dealer,First Owner,Honda
13,3.65,65.0,Diesel,Dealer,First Owner,Maruti
15,8.5,84.0,Diesel,Dealer,First Owner,Hyundai
13,3.5,75.0,Diesel,Dealer,First Owner,Toyota
7,2.25,50.0,Diesel,Dealer,First Owner,Maruti
11,1.35,50.0,Petrol,Individual,First Owner,Maruti
7,1.4,49.0,Petrol,Dealer,First Owner,Maruti
16,6.65,560.0,Diesel,Dealer,First Owner,Maruti
15,2.75,14.365,Petrol,Dealer,First Owner,Renault
17,27.5,41.0,Diesel,Individual,First Owner,Toyota
13,4.84999,65.0,Diesel,Dealer,First Owner,Hyundai
15,5.65,65.0,Diesel,Dealer,First Owner,Maruti
13,4.25,61.083,Diesel,Dealer,First Owner,Maruti
13,9.25,75.0,Diesel,Individual,First Owner,Toyota
12,5.65,72.0,Diesel,Dealer,First Owner,Mahindra
14,5.25,65.0,Diesel,Dealer,First Owner,Renault
10,4.09999,60.0,Petrol,Individual,First Owner,Honda
18,5.7,5.0,Petrol,Individual,First Owner,Tata
7,1.6,80.0,Petrol,Individual,Third Owner,Maruti
17,7.49,51.5,Diesel,Individual,Second Owner,Maruti
10,3.0,120.0,Diesel,Individual,Third Owner,Maruti
14,5.5,79.8,Diesel,Dealer,First Owner,Ford
15,5.5,97.0,Diesel,Dealer,Second Owner,Ford
19,12.5,6.59,Diesel,Dealer,First Owner,Ford
17,7.0,49.957,Diesel,Dealer,First Owner,Ford
17,6.0,43.235,Diesel,Dealer,First Owner,Ford
18,9.25,50.699,Diesel,Dealer,First Owner,Ford
16,18.0,126.0,Diesel,Dealer,First Owner,Ford
15,4.59999,140.73,Diesel,Dealer,Second Owner,Ford
15,5.65,46.0,Petrol,Individual,First Owner,Hyundai
13,1.7,80.0,Petrol,Individual,Third Owner,Hyundai
1,1.5,256.0,Diesel,Dealer,First Owner,Toyota
8,2.95,120.0,Diesel,Individual,First Owner,Mahindra
18,8.19999,40.0,Diesel,Individual,First Owner,Hyundai
19,8.19999,40.0,Diesel,Individual,First Owner,Hyundai
15,3.2,40.0,Petrol,Individual,First Owner,Maruti
15,5.5,135.0,Diesel,Individual,Second Owner,Ford
15,5.5,50.0,Diesel,Individual,First Owner,Mahindra
17,5.9,98.0,Diesel,Individual,First Owner,Volkswagen
14,10.5,70.0,Diesel,Individual,First Owner,Toyota
17,9.5,50.0,Diesel,Individual,First Owner,Honda
17,10.0,30.0,Diesel,Individual,First Owner,Honda
13,5.0,120.0,Diesel,Individual,First Owner,Nissan
17,4.5,70.0,Diesel,Individual,First Owner,Fiat
17,7.2,35.0,Diesel,Individual,First Owner,Maruti
15,3.9,70.0,Diesel,Individual,Second Owner,Maruti
14,5.0,35.0,Diesel,Individual,First Owner,Mahindra
16,25.0,70.0,Petrol,Individual,Second Owner,Toyota
17,7.8,50.0,Diesel,Individual,First Owner,Hyundai
15,4.84999,90.0,Diesel,Individual,Second Owner,Maruti
12,4.2,90.0,Diesel,Individual,Second Owner,Volkswagen
15,12.25,70.0,Diesel,Individual,First Owner,Mahindra
15,3.5,50.0,Diesel,Individual,Second Owner,Tata
15,3.5,120.0,Diesel,Individual,Third Owner,Mahindra
11,8.0,230.0,Diesel,Individual,First Owner,Toyota
4,1.25,70.0,Petrol,Individual,Second Owner,Hyundai
10,0.75,100.0,Diesel,Individual,Third Owner,Tata
18,5.09999,15.0,Petrol,Individual,First Owner,Mahindra
14,2.15,80.0,Diesel,Individual,Third Owner,Tata
18,4.65,25.0,Diesel,Individual,First Owner,Hyundai
17,6.25,52.0,Petrol,Dealer,First Owner,Maruti
17,4.9,66.0,Diesel,Dealer,First Owner,Hyundai
17,8.8,64.0,Diesel,Dealer,First Owner,Maruti
13,2.9,49.0,Petrol,Individual,First Owner,Hyundai
6,1.15999,100.0,Diesel,Individual,Second Owner,Tata
17,6.85,72.0,Diesel,Dealer,First Owner,Maruti
9,3.0,50.0,Petrol,Individual,First Owner,Honda
17,6.8,44.0,Diesel,Dealer,First Owner,Hyundai
14,4.8,101.0,Diesel,Dealer,First Owner,Maruti
16,6.3,55.0,Diesel,Dealer,First Owner,Maruti
7,1.9,115.0,Petrol,Dealer,Second Owner,Honda
15,5.0,100.0,Diesel,Dealer,First Owner,Maruti
14,8.5,52.0,Diesel,Dealer,Second Owner,Volkswagen
11,3.5,105.0,Diesel,Dealer,First Owner,Maruti
13,4.25,170.0,Diesel,Dealer,First Owner,Renault
15,4.95,105.0,Diesel,Dealer,First Owner,Maruti
17,8.9,60.0,Diesel,Individual,Second Owner,Maruti
18,11.0,25.0,Diesel,Individual,Second Owner,Hyundai
14,6.5,218.0,Diesel,Individual,Second Owner,Mahindra
18,4.65,25.0,Diesel,Individual,First Owner,Hyundai
17,6.25,52.0,Petrol,Dealer,First Owner,Maruti
17,4.9,66.0,Diesel,Dealer,First Owner,Hyundai
17,8.8,64.0,Diesel,Dealer,First Owner,Maruti
13,2.9,49.0,Petrol,Individual,First Owner,Hyundai
6,1.15999,100.0,Diesel,Individual,Second Owner,Tata
17,6.85,72.0,Diesel,Dealer,First Owner,Maruti
9,3.0,50.0,Petrol,Individual,First Owner,Honda
17,6.8,44.0,Diesel,Dealer,First Owner,Hyundai
14,4.8,101.0,Diesel,Dealer,First Owner,Maruti
16,6.3,55.0,Diesel,Dealer,First Owner,Maruti
7,1.9,115.0,Petrol,Dealer,Second Owner,Honda
15,5.0,100.0,Diesel,Dealer,First Owner,Maruti
14,8.5,52.0,Diesel,Dealer,Second Owner,Volkswagen
11,3.5,105.0,Diesel,Dealer,First Owner,Maruti
13,4.25,170.0,Diesel,Dealer,First Owner,Renault
15,4.95,105.0,Diesel,Dealer,First Owner,Maruti
17,8.9,60.0,Diesel,Individual,Second Owner,Maruti
18,11.0,25.0,Diesel,Individual,Second Owner,Hyundai
14,6.5,218.0,Diesel,Individual,Second Owner,Mahindra
9,2.33,58.0,Petrol,Individual,Third Owner,Ford
15,3.0,110.0,Diesel,Individual,Second Owner,Tata
20,6.14,1.0,Petrol,Individual,First Owner,Honda
10,2.5,100.0,Petrol,Individual,Second Owner,Hyundai
10,2.5,110.0,Petrol,Individual,Second Owner,Hyundai
11,2.0,40.0,Petrol,Individual,First Owner,Maruti
13,2.9,52.0,Petrol,Individual,First Owner,Maruti
13,3.2,80.0,Petrol,Individual,Second Owner,Maruti
6,1.45,52.0,Petrol,Individual,Second Owner,Hyundai
5,1.0,124.0,Petrol,Individual,Second Owner,Maruti
10,1.3,210.0,Diesel,Individual,Second Owner,Fiat
6,1.45,66.0,Petrol,Individual,Second Owner,Hyundai
8,1.1,120.0,Petrol,Individual,Third Owner,Maruti
19,6.8,40.0,Diesel,Individual,First Owner,Maruti
4,0.375,90.0,Petrol,Individual,Second Owner,Maruti
11,2.0,120.0,Diesel,Individual,Second Owner,Maruti
12,3.0,110.0,Diesel,Individual,First Owner,Nissan
5,0.8,56.58,Petrol,Dealer,First Owner,Hyundai
15,7.4,45.0,Diesel,Dealer,First Owner,Mahindra
15,6.3,50.0,Diesel,Individual,First Owner,Mahindra
5,0.7,68.5,Petrol,Dealer,First Owner,Hyundai
19,4.84999,5.007,Petrol,Dealer,First Owner,Hyundai
13,1.64,30.0,Petrol,Individual,First Owner,Nissan
8,1.4,70.0,Petrol,Individual,First Owner,Honda
11,9.99,49.6,Diesel,Dealer,First Owner,Mercedes-Benz
5,0.56,23.0,Petrol,Individual,Second Owner,Maruti
6,10.5,30.0,Diesel,Dealer,First Owner,BMW
